Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9
1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,13
1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,16
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17
2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14
1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11
2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,17
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,29
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,17
1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,15
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19
1,2.0,2.0,1.0,1.0,1.0,2.0,2.0,12
2,1.0,2.0,1.0,1.0,1.0,1.0,2.0,13
1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11
2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,15
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,14
1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,14
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,11
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15
1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17
2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,15
2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,12
2,2.0,2.0,2.0,1.0,1.0,1.0,2.0,19
2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,11
1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,10
2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12
2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,23
2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,15
2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,13
2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,17
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15
1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,12
1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,15
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16
3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,10
2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14
2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10
3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11
3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12
3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11
3,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17
3,2.0,2.0,1.0,1.0,1.0,1.0,2.0,13
3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13
3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,12
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14
2,2.0,1.0,1.0,2.0,1.0,2.0,2.0,20
2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17
3,2.0,2.0,1.0,1.0,1.0,1.0,2.0,10
2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,11
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,10
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,19
3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,19
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,13
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
3,2.0,2.0,1.0,1.0,1.0,1.0,2.0,13
3,2.0,2.0,1.0,2.0,1.0,2.0,2.0,12
2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,16
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,18
3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,18
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12
2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
2,1.0,1.0,2.0,1.0,1.0,0.0,1.0,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13
2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,19
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,17
2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,16
3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,18
2,1.0,2.0,2.0,1.0,1.0,1.0,2.0,11
3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18
3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,13
2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13
1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,14
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17
2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,19
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23
2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,22
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,11
2,0.0,1.0,2.0,1.0,1.0,1.0,1.0,23
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,16
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,15
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11
1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,11
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,13
1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,15
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,15
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13
1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13
1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,14
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20
2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15
2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,13
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10
2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,13
2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,13
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13
1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,20
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15
1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,13
1,1.0,1.0,0.0,2.0,1.0,1.0,2.0,15
1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,15
2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16
2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14
2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,14
1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11
2,2.0,1.0,1.0,2.0,1.0,2.0,2.0,13
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11
2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,17
2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,11
3,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
1,1.0,1.0,2.0,1.0,0.0,1.0,2.0,11
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13
1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15
2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15
1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,13
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,15
2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12
2,1.0,1.0,2.0,1.0,1.0,1.0,0.0,9
2,2.0,2.0,2.0,1.0,1.0,2.0,1.0,12
2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,10
2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10
1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,9
1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,12
1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,12
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,21
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9
3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8
1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8
3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9
2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8
3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8
1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9
1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,10
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9
1,2.0,1.0,1.0,2.0,2.0,1.0,2.0,12
2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8
2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6
2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11
2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,10
1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10
1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,9
2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,12
2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10
1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9
